cluster_idx	number_subjects	percent_subjects	mean_length	std_length	mean_fibers_per_subject	std_fibers_per_subject
1	1	100.0	26.925785676955396	2.4494853382744677	46.0	0.0
2	1	100.0	28.578956710050054	3.1508903774143375	23.0	0.0
3	1	100.0	29.115157638652533	2.505081830255862	55.0	0.0
4	1	100.0	32.049982480685564	2.428999993235176	24.0	0.0
5	1	100.0	26.695194252954312	2.7234357397363325	37.0	0.0
6	1	100.0	24.925675524568355	1.9841979207205125	31.0	0.0
7	1	100.0	30.233245505844565	2.135305553001636	51.0	0.0
8	1	100.0	26.763816539065996	2.649547987192768	21.0	0.0
9	1	100.0	35.20200555110009	2.8161676190464964	11.0	0.0
10	1	100.0	26.394665154734483	2.1223892980132035	61.0	0.0
11	1	100.0	31.969392582765067	2.363001963652902	47.0	0.0
12	1	100.0	27.302471706808607	2.034064009812109	34.0	0.0
13	1	100.0	27.846023739712525	2.005710180985874	28.0	0.0
14	1	100.0	24.134608019546548	1.7875306966300917	36.0	0.0
15	1	100.0	23.5509648280029	1.48430450596657	53.0	0.0
16	1	100.0	23.329172200674567	1.6248234304549245	29.0	0.0
17	1	100.0	44.30966109392681	4.033142744593146	26.0	0.0
18	1	100.0	33.9729814295267	4.035568227996205	30.0	0.0
19	1	100.0	30.723348776456028	1.9165527034535077	47.0	0.0
20	1	100.0	30.483903791288423	2.893671719155994	40.0	0.0
21	1	100.0	27.1332238046713	3.427199667928246	24.0	0.0
22	1	100.0	28.110748270332206	2.659074464763444	25.0	0.0
23	1	100.0	25.261213464322168	2.566811361935671	30.0	0.0
24	1	100.0	30.15611987955414	3.1980678625123495	44.0	0.0
25	1	100.0	29.909094322884826	2.471716824180721	23.0	0.0
26	1	100.0	24.655378372289142	1.6613160196589452	29.0	0.0
27	1	100.0	27.500229722937892	2.7701072494447145	39.0	0.0
28	1	100.0	29.050652569391456	2.9608384065603492	34.0	0.0
29	1	100.0	24.28553955047525	1.940052232757064	37.0	0.0
30	1	100.0	30.824541974071114	3.4854753567452144	34.0	0.0
31	1	100.0	31.107335937135986	2.3995863475414736	34.0	0.0
32	1	100.0	77.0448280152584	7.3369352570639395	42.0	0.0
33	1	100.0	59.7421807821791	4.0885589980350545	23.0	0.0
34	1	100.0	60.0382711164647	4.665043594403464	67.0	0.0
35	1	100.0	79.26026459226432	3.7637793007538254	31.0	0.0
36	1	100.0	65.69335897674611	6.976004837397911	32.0	0.0
37	1	100.0	63.397264810725076	3.497873665441843	17.0	0.0
38	1	100.0	52.93103167264736	3.9930854006072534	45.0	0.0
39	1	100.0	51.76755982872885	7.18033323253229	49.0	0.0
40	1	100.0	62.73279787653069	3.482109311205211	39.0	0.0
41	1	100.0	60.490295217334314	6.627861912541399	54.0	0.0
