cluster_idx	number_subjects	percent_subjects	mean_length	std_length	mean_fibers_per_subject	std_fibers_per_subject
358	19	38.0	28.183339254390415	3.1653131939788928	0.96	1.5094369811290567
359	36	72.0	48.98577184955217	4.392838705759104	3.08	2.99893314363625
360	40	80.0	42.312718583635196	3.0801871868942707	4.6	5.3516352641038605
361	43	86.0	46.528862856675836	3.945249162010951	3.34	2.724775220086971
362	41	82.0	48.44633399951179	4.18520705997776	3.4	3.0199337741082997
363	46	92.0	48.65294870945235	4.010960941206105	3.62	2.855801113523139
364	40	80.0	27.30364480934258	3.3472632467365764	2.94	2.7597826001335686
365	36	72.0	42.5775768833649	3.712558662677713	3.88	4.236224734359593
366	26	52.0	34.265622986145324	7.321445032598835	1.54	2.255748212899658
367	39	78.0	25.32095765216524	3.1076954760785425	2.34	2.7100553499882616
368	36	72.0	38.78676334183778	2.668255802047833	4.34	5.526698833842857
369	35	70.0	40.54435946816721	3.1297094308411006	2.52	3.132028096936552
370	43	86.0	39.47746928945181	3.1111316448752993	4.04	3.8260162048794304
371	43	86.0	42.581957746655874	2.676129151898107	5.52	6.6219030497282265
372	39	78.0	47.83782819050487	4.79342872503847	1.62	1.7307801709055948
